
tau	REAL(psi[n])	IMAG(psi[n])	averx	deltax	averp	deltap	avg_state_energy	norm(psi)
0.0000000000000000e+00	4.9778170952659219e-04	0.0000000000000000e+00	3.0000005694569190e+01	5.9999854930547034e+00	8.3855419469449777e-01	4.5058136596556914e-02	1.9631275851119528e-01	9.9999999999999989e-01
0.0000000000000000e+00	4.0515001198171419e-04	6.3098375830439313e-04	3.0000005694569190e+01	5.9999854930547034e+00	8.3855419469449777e-01	4.5058136596556914e-02	1.9631275851119528e-01	9.9999999999999989e-01
0.0000000000000000e+00	-4.6358979266125644e-04	1.0129621771660935e-03	3.0000005694569190e+01	5.9999854930547034e+00	8.3855419469449777e-01	4.5058136596556914e-02	1.9631275851119528e-01	9.9999999999999989e-01
0.0000000000000000e+00	-1.6158295088570945e-03	2.3033091068502820e-04	3.0000005694569190e+01	5.9999854930547034e+00	8.3855419469449777e-01	4.5058136596556914e-02	1.9631275851119528e-01	9.9999999999999989e-01
0.0000000000000000e+00	-1.5415199727245588e-03	-1.7848046315874777e-03	3.0000005694569190e+01	5.9999854930547034e+00	8.3855419469449777e-01	4.5058136596556914e-02	1.9631275851119528e-01	9.9999999999999989e-01
0.0000000000000000e+00	9.5328377758241434e-04	-3.2225901153287717e-03	3.0000005694569190e+01	5.9999854930547034e+00	8.3855419469449777e-01	4.5058136596556914e-02	1.9631275851119528e-01	9.9999999999999989e-01
0.0000000000000000e+00	4.5347127430233058e-03	-1.3196294843710876e-03	3.0000005694569190e+01	5.9999854930547034e+00	8.3855419469449777e-01	4.5058136596556914e-02	1.9631275851119528e-01	9.9999999999999989e-01
0.0000000000000000e+00	4.9347533950243050e-03	4.3003808913358865e-03	3.0000005694569190e+01	5.9999854930547034e+00	8.3855419469449777e-01	4.5058136596556914e-02	1.9631275851119528e-01	9.9999999999999989e-01
0.0000000000000000e+00	-1.3017588304263805e-03	8.8515844311844172e-03	3.0000005694569190e+01	5.9999854930547034e+00	8.3855419469449777e-01	4.5058136596556914e-02	1.9631275851119528e-01	9.9999999999999989e-01
0.0000000000000000e+00	-1.0988364755832314e-02	4.9702094507214425e-03	3.0000005694569190e+01	5.9999854930547034e+00	8.3855419469449777e-01	4.5058136596556914e-02	1.9631275851119528e-01	9.9999999999999989e-01
