
time	REAL(psi[n])	IMAG(psi[n])	averx	deltax	averp	deltap	avg_state_energy	norm(psi)
1.1000000000000001e-03	2.2720084084330212e-314	1.9631275851119553e-01	3.0002359580961688e+01	5.9999854955550553e+00	8.3855419501771433e-01	4.5058134998863623e-02	1.9631275851119545e-01	1.0000000000000004e+00
1.2000000000000001e-03	2.2720084084330212e-314	1.9631275851119545e-01	3.0002787560305883e+01	5.9999854962955590e+00	8.3855419507602358e-01	4.5058134714370132e-02	1.9631275851119548e-01	1.0000000000000004e+00
1.3000000000000002e-03	2.2720084084330212e-314	1.9631275851119548e-01	3.0003251204595450e+01	5.9999854971970379e+00	8.3855419513903351e-01	4.5058134408257684e-02	1.9631275851119559e-01	1.0000000000000002e+00
1.4000000000000000e-03	2.2720084084330212e-314	1.9631275851119559e-01	3.0003750513830411e+01	5.9999854982833165e+00	8.3855419520670649e-01	4.5058134081005528e-02	1.9631275851119548e-01	1.0000000000000004e+00
1.5000000000000000e-03	2.2720084084330212e-314	1.9631275851119548e-01	3.0004285488010776e+01	5.9999854995800534e+00	8.3855419527900188e-01	4.5058133733190238e-02	1.9631275851119562e-01	1.0000000000000002e+00
1.6000000000000001e-03	2.2720084084330212e-314	1.9631275851119562e-01	3.0004856127136556e+01	5.9999855011147387e+00	8.3855419535587672e-01	4.5058133365362497e-02	1.9631275851119556e-01	1.0000000000000004e+00
1.7000000000000001e-03	2.2720084084330212e-314	1.9631275851119556e-01	3.0005462431207722e+01	5.9999855029166866e+00	8.3855419543728416e-01	4.5058132978149396e-02	1.9631275851119570e-01	1.0000000000000007e+00
1.8000000000000002e-03	2.2720084084330212e-314	1.9631275851119570e-01	3.0006104400224331e+01	5.9999855050170572e+00	8.3855419552317678e-01	4.5058132572213749e-02	1.9631275851119570e-01	1.0000000000000007e+00
1.9000000000000000e-03	2.2720084084330212e-314	1.9631275851119570e-01	3.0006782034186390e+01	5.9999855074488391e+00	8.3855419561350286e-01	4.5058132148238075e-02	1.9631275851119570e-01	1.0000000000000007e+00
2.0000000000000000e-03	2.2720084084330212e-314	1.9631275851119570e-01	3.0007495333093907e+01	5.9999855102468418e+00	8.3855419570821010e-01	4.5058131706935699e-02	1.9631275851119576e-01	1.0000000000000007e+00
2.1000000000000003e-03	2.2720084084330212e-314	1.9631275851119576e-01	3.0008244296946870e+01	5.9999855134477222e+00	8.3855419580724055e-01	4.5058131249100013e-02	1.9631275851119584e-01	1.0000000000000007e+00
2.2000000000000001e-03	2.2720084084330212e-314	1.9631275851119584e-01	3.0009028925745284e+01	5.9999855170899643e+00	8.3855419591053537e-01	4.5058130775549057e-02	1.9631275851119587e-01	1.0000000000000009e+00
2.3000000000000000e-03	2.2720084084330212e-314	1.9631275851119587e-01	3.0009849219489229e+01	5.9999855212138815e+00	8.3855419601803427e-01	4.5058130287113203e-02	1.9631275851119587e-01	1.0000000000000009e+00
2.4000000000000002e-03	2.2720084084330212e-314	1.9631275851119587e-01	3.0010705178178643e+01	5.9999855258616250e+00	8.3855419612967463e-01	4.5058129784659763e-02	1.9631275851119601e-01	1.0000000000000009e+00
2.5000000000000001e-03	2.2720084084330212e-314	1.9631275851119601e-01	3.0011596801813599e+01	5.9999855310771686e+00	8.3855419624538985e-01	4.5058129269120124e-02	1.9631275851119606e-01	1.0000000000000007e+00
2.6000000000000003e-03	2.2720084084330212e-314	1.9631275851119606e-01	3.0012524090394056e+01	5.9999855369063315e+00	8.3855419636511330e-01	4.5058128741436755e-02	1.9631275851119612e-01	1.0000000000000009e+00
2.7000000000000001e-03	2.2720084084330212e-314	1.9631275851119612e-01	3.0013487043920080e+01	5.9999855433967531e+00	8.3855419648877494e-01	4.5058128202602646e-02	1.9631275851119612e-01	1.0000000000000007e+00
2.8000000000000000e-03	2.2720084084330212e-314	1.9631275851119612e-01	3.0014485662391653e+01	5.9999855505979101e+00	8.3855419661630337e-01	4.5058127653628016e-02	1.9631275851119614e-01	1.0000000000000009e+00
2.9000000000000002e-03	2.2720084084330212e-314	1.9631275851119614e-01	3.0015519945808766e+01	5.9999855585611108e+00	8.3855419674762555e-01	4.5058127095572387e-02	1.9631275851119637e-01	1.0000000000000009e+00
3.0000000000000001e-03	2.2720084084330212e-314	1.9631275851119637e-01	3.0016589894171492e+01	5.9999855673395013e+00	8.3855419688266775e-01	4.5058126529506352e-02	1.9631275851119639e-01	1.0000000000000009e+00
3.1000000000000003e-03	2.2720084084330212e-314	1.9631275851119639e-01	3.0017695507479857e+01	5.9999855769880508e+00	8.3855419702135370e-01	4.5058125956546090e-02	1.9631275851119651e-01	1.0000000000000004e+00
3.2000000000000002e-03	2.2720084084330212e-314	1.9631275851119651e-01	3.0018836785733797e+01	5.9999855875635602e+00	8.3855419716360469e-01	4.5058125377829973e-02	1.9631275851119664e-01	1.0000000000000009e+00
3.3000000000000000e-03	2.2720084084330212e-314	1.9631275851119664e-01	3.0020013728933378e+01	5.9999855991246696e+00	8.3855419730934366e-01	4.5058124794525915e-02	1.9631275851119670e-01	1.0000000000000009e+00
3.4000000000000002e-03	2.2720084084330212e-314	1.9631275851119670e-01	3.0021226337078630e+01	5.9999856117318497e+00	8.3855419745849136e-01	4.5058124207820321e-02	1.9631275851119673e-01	1.0000000000000009e+00
3.5000000000000001e-03	2.2720084084330212e-314	1.9631275851119673e-01	3.0022474610169546e+01	5.9999856254473949e+00	8.3855419761096772e-01	4.5058123618907001e-02	1.9631275851119687e-01	1.0000000000000009e+00
3.6000000000000003e-03	2.2720084084330212e-314	1.9631275851119687e-01	3.0023758548206157e+01	5.9999856403354430e+00	8.3855419776669238e-01	4.5058123029036411e-02	1.9631275851119714e-01	1.0000000000000009e+00
3.7000000000000002e-03	2.2720084084330212e-314	1.9631275851119714e-01	3.0025078151188485e+01	5.9999856564619600e+00	8.3855419792558517e-01	4.5058122439436854e-02	1.9631275851119720e-01	1.0000000000000009e+00
3.8000000000000000e-03	2.2720084084330212e-314	1.9631275851119720e-01	3.0026433419116511e+01	5.9999856738947299e+00	8.3855419808756360e-01	4.5058121851394531e-02	1.9631275851119723e-01	1.0000000000000011e+00
3.9000000000000003e-03	2.2720084084330212e-314	1.9631275851119723e-01	3.0027824351990319e+01	5.9999856927033921e+00	8.3855419825254984e-01	4.5058121266161127e-02	1.9631275851119742e-01	1.0000000000000011e+00
4.0000000000000001e-03	2.2720084084330212e-314	1.9631275851119742e-01	3.0029250949809860e+01	5.9999857129594023e+00	8.3855419842046386e-01	4.5058120685008071e-02	1.9631275851119745e-01	1.0000000000000011e+00
4.1000000000000003e-03	2.2720084084330212e-314	1.9631275851119745e-01	3.0030713212575222e+01	5.9999857347360548e+00	8.3855419859122582e-01	4.5058120109237570e-02	1.9631275851119764e-01	1.0000000000000009e+00
4.2000000000000006e-03	2.2720084084330212e-314	1.9631275851119764e-01	3.0032211140286378e+01	5.9999857581084646e+00	8.3855419876475890e-01	4.5058119540121039e-02	1.9631275851119764e-01	1.0000000000000009e+00
4.3000000000000000e-03	2.2720084084330212e-314	1.9631275851119764e-01	3.0033744732943333e+01	5.9999857831535959e+00	8.3855419894098637e-01	4.5058118978938522e-02	1.9631275851119787e-01	1.0000000000000011e+00
4.4000000000000003e-03	2.2720084084330212e-314	1.9631275851119787e-01	3.0035313990546161e+01	5.9999858099502354e+00	8.3855419911983564e-01	4.5058118426939242e-02	1.9631275851119795e-01	1.0000000000000009e+00
4.5000000000000005e-03	2.2720084084330212e-314	1.9631275851119795e-01	3.0036918913094830e+01	5.9999858385789935e+00	8.3855419930123143e-01	4.5058117885440209e-02	1.9631275851119820e-01	1.0000000000000011e+00
4.5999999999999999e-03	2.2720084084330212e-314	1.9631275851119820e-01	3.0038559500589393e+01	5.9999858691223285e+00	8.3855419948510801e-01	4.5058117355608121e-02	1.9631275851119820e-01	1.0000000000000009e+00
4.7000000000000002e-03	2.2720084084330212e-314	1.9631275851119820e-01	3.0040235753029851e+01	5.9999859016645223e+00	8.3855419967139666e-01	4.5058116838704525e-02	1.9631275851119817e-01	1.0000000000000009e+00
4.8000000000000004e-03	2.2720084084330212e-314	1.9631275851119817e-01	3.0041947670416235e+01	5.9999859362916848e+00	8.3855419986003499e-01	4.5058116335903516e-02	1.9631275851119834e-01	1.0000000000000011e+00
4.8999999999999998e-03	2.2720084084330212e-314	1.9631275851119834e-01	3.0043695252748577e+01	5.9999859730917660e+00	8.3855420005096504e-01	4.5058115848329895e-02	1.9631275851119831e-01	1.0000000000000011e+00
5.0000000000000001e-03	2.2720084084330212e-314	1.9631275851119831e-01	3.0045478500026885e+01	5.9999860121545465e+00	8.3855420024413130e-01	4.5058115377093692e-02	1.9631275851119828e-01	1.0000000000000009e+00
5.1000000000000004e-03	2.2720084084330212e-314	1.9631275851119828e-01	3.0047297412251169e+01	5.9999860535716358e+00	8.3855420043948170e-01	4.5058114923303694e-02	1.9631275851119828e-01	1.0000000000000011e+00
5.2000000000000006e-03	2.2720084084330212e-314	1.9631275851119828e-01	3.0049151989421443e+01	5.9999860974364756e+00	8.3855420063697339e-01	4.5058114487920860e-02	1.9631275851119839e-01	1.0000000000000013e+00
5.3000000000000000e-03	2.2720084084330212e-314	1.9631275851119839e-01	3.0051042231537796e+01	5.9999861438443478e+00	8.3855420083656762e-01	4.5058114071875335e-02	1.9631275851119834e-01	1.0000000000000011e+00
5.4000000000000003e-03	2.2720084084330212e-314	1.9631275851119834e-01	3.0052968138600168e+01	5.9999861928923526e+00	8.3855420103822897e-01	4.5058113676066477e-02	1.9631275851119820e-01	1.0000000000000011e+00
5.5000000000000005e-03	2.2720084084330212e-314	1.9631275851119820e-01	3.0054929710608622e+01	5.9999862446794374e+00	8.3855420124193281e-01	4.5058113301264274e-02	1.9631275851119795e-01	1.0000000000000009e+00
5.5999999999999999e-03	2.2720084084330212e-314	1.9631275851119795e-01	3.0056926947563166e+01	5.9999862993063715e+00	8.3855420144765647e-01	4.5058112948226411e-02	1.9631275851119800e-01	1.0000000000000011e+00
5.7000000000000002e-03	2.2720084084330212e-314	1.9631275851119800e-01	3.0058959849463818e+01	5.9999863568757643e+00	8.3855420165539085e-01	4.5058112617510977e-02	1.9631275851119759e-01	1.0000000000000013e+00
5.8000000000000005e-03	2.2720084084330212e-314	1.9631275851119759e-01	3.0061028416310613e+01	5.9999864174920576e+00	8.3855420186513097e-01	4.5058112309671133e-02	1.9631275851119731e-01	1.0000000000000013e+00
5.8999999999999999e-03	2.2720084084330212e-314	1.9631275851119731e-01	3.0063132648103601e+01	5.9999864812615229e+00	8.3855420207688103e-01	4.5058112025088796e-02	1.9631275851119703e-01	1.0000000000000013e+00
6.0000000000000001e-03	2.2720084084330212e-314	1.9631275851119703e-01	3.0065272544842749e+01	5.9999865482922718e+00	8.3855420229065425e-01	4.5058111764075662e-02	1.9631275851119653e-01	1.0000000000000013e+00
6.1000000000000004e-03	2.2720084084330212e-314	1.9631275851119653e-01	3.0067448106528119e+01	5.9999866186942379e+00	8.3855420250647372e-01	4.5058111526773408e-02	1.9631275851119606e-01	1.0000000000000013e+00
6.2000000000000006e-03	2.2720084084330212e-314	1.9631275851119606e-01	3.0069659333159727e+01	5.9999866925792054e+00	8.3855420272437242e-01	4.5058111313212836e-02	1.9631275851119551e-01	1.0000000000000009e+00
6.3000000000000000e-03	2.2720084084330212e-314	1.9631275851119551e-01	3.0071906224737592e+01	5.9999867700607759e+00	8.3855420294439320e-01	4.5058111123275672e-02	1.9631275851119495e-01	1.0000000000000009e+00
6.4000000000000003e-03	2.2720084084330212e-314	1.9631275851119495e-01	3.0074188781261725e+01	5.9999868512544001e+00	8.3855420316658880e-01	4.5058110956693355e-02	1.9631275851119409e-01	1.0000000000000011e+00
6.5000000000000006e-03	2.2720084084330212e-314	1.9631275851119409e-01	3.0076507002732189e+01	5.9999869362773550e+00	8.3855420339102527e-01	4.5058110813028511e-02	1.9631275851119323e-01	1.0000000000000009e+00
6.6000000000000000e-03	2.2720084084330212e-314	1.9631275851119323e-01	3.0078860889148935e+01	5.9999870252487550e+00	8.3855420361777788e-01	4.5058110691686096e-02	1.9631275851119237e-01	1.0000000000000013e+00
6.7000000000000002e-03	2.2720084084330212e-314	1.9631275851119237e-01	3.0081250440512093e+01	5.9999871182895577e+00	8.3855420384693613e-01	4.5058110591878878e-02	1.9631275851119120e-01	1.0000000000000009e+00
6.8000000000000005e-03	2.2720084084330212e-314	1.9631275851119120e-01	3.0083675656821619e+01	5.9999872155225420e+00	8.3855420407859771e-01	4.5058110512659441e-02	1.9631275851118998e-01	1.0000000000000013e+00
6.9000000000000008e-03	2.2720084084330212e-314	1.9631275851118998e-01	3.0086136538077543e+01	5.9999873170723355e+00	8.3855420431287708e-01	4.5058110452864793e-02	1.9631275851118876e-01	1.0000000000000011e+00
7.0000000000000001e-03	2.2720084084330212e-314	1.9631275851118876e-01	3.0088633084279898e+01	5.9999874230653987e+00	8.3855420454989715e-01	4.5058110411144679e-02	1.9631275851118735e-01	1.0000000000000013e+00
7.1000000000000004e-03	2.2720084084330212e-314	1.9631275851118735e-01	3.0091165295428759e+01	5.9999875336300335e+00	8.3855420478979603e-01	4.5058110385934463e-02	1.9631275851118582e-01	1.0000000000000013e+00
7.2000000000000007e-03	2.2720084084330212e-314	1.9631275851118582e-01	3.0093733171524093e+01	5.9999876488963721e+00	8.3855420503272293e-01	4.5058110375484725e-02	1.9631275851118404e-01	1.0000000000000013e+00
7.3000000000000001e-03	2.2720084084330212e-314	1.9631275851118404e-01	3.0096336712565979e+01	5.9999877689963945e+00	8.3855420527884006e-01	4.5058110377807020e-02	1.9631275851118213e-01	1.0000000000000013e+00
7.4000000000000003e-03	2.2720084084330212e-314	1.9631275851118213e-01	3.0098975918554391e+01	5.9999878940639100e+00	8.3855420552832172e-01	4.5058110390699804e-02	1.9631275851118013e-01	1.0000000000000016e+00
7.5000000000000006e-03	2.2720084084330212e-314	1.9631275851118013e-01	3.0101650789489412e+01	5.9999880242345709e+00	8.3855420578135564e-01	4.5058110411738496e-02	1.9631275851117796e-01	1.0000000000000013e+00
7.6000000000000000e-03	2.2720084084330212e-314	1.9631275851117796e-01	3.0104361325371045e+01	5.9999881596458788e+00	8.3855420603814002e-01	4.5058110438290354e-02	1.9631275851117544e-01	1.0000000000000013e+00
7.7000000000000002e-03	2.2720084084330212e-314	1.9631275851117544e-01	3.0107107526199364e+01	5.9999883004371597e+00	8.3855420629888644e-01	4.5058110467451562e-02	1.9631275851117286e-01	1.0000000000000016e+00
7.8000000000000005e-03	2.2720084084330212e-314	1.9631275851117286e-01	3.0109889391974338e+01	5.9999884467495921e+00	8.3855420656381519e-01	4.5058110496169250e-02	1.9631275851117008e-01	1.0000000000000016e+00
7.9000000000000008e-03	2.2720084084330212e-314	1.9631275851117008e-01	3.0112706922696088e+01	5.9999885987261923e+00	8.3855420683316051e-01	4.5058110521094881e-02	1.9631275851116720e-01	1.0000000000000013e+00
8.0000000000000002e-03	2.2720084084330212e-314	1.9631275851116720e-01	3.0115560118364538e+01	5.9999887565118186e+00	8.3855420710716222e-01	4.5058110538714800e-02	1.9631275851116406e-01	1.0000000000000016e+00
8.0999999999999996e-03	2.2720084084330212e-314	1.9631275851116406e-01	3.0118448978979849e+01	5.9999889202531742e+00	8.3855420738607367e-01	4.5058110545280076e-02	1.9631275851116065e-01	1.0000000000000013e+00
8.2000000000000007e-03	2.2720084084330212e-314	1.9631275851116065e-01	3.0121373504542003e+01	5.9999890900988007e+00	8.3855420767015354e-01	4.5058110536824930e-02	1.9631275851115718e-01	1.0000000000000013e+00
8.3000000000000001e-03	2.2720084084330212e-314	1.9631275851115718e-01	3.0124333695051039e+01	5.9999892661990950e+00	8.3855420795966851e-01	4.5058110509213566e-02	1.9631275851115346e-01	1.0000000000000013e+00
8.4000000000000012e-03	2.2720084084330212e-314	1.9631275851115346e-01	3.0127329550507039e+01	5.9999894487062821e+00	8.3855420825489246e-01	4.5058110458072419e-02	1.9631275851114949e-01	1.0000000000000013e+00
8.5000000000000006e-03	2.2720084084330212e-314	1.9631275851114949e-01	3.0130361070909977e+01	5.9999896377744433e+00	8.3855420855610130e-01	4.5058110378917049e-02	1.9631275851114532e-01	1.0000000000000016e+00
8.6000000000000000e-03	2.2720084084330212e-314	1.9631275851114532e-01	3.0133428256259975e+01	5.9999898335595017e+00	8.3855420886357734e-01	4.5058110267044940e-02	1.9631275851114113e-01	1.0000000000000016e+00
8.7000000000000011e-03	2.2720084084330212e-314	1.9631275851114113e-01	3.0136531106557054e+01	5.9999900362192253e+00	8.3855420917760248e-01	4.5058110117645184e-02	1.9631275851113655e-01	1.0000000000000013e+00
8.8000000000000005e-03	2.2720084084330212e-314	1.9631275851113655e-01	3.0139669621801250e+01	5.9999902459132297e+00	8.3855420949845894e-01	4.5058109925747922e-02	1.9631275851113189e-01	1.0000000000000016e+00
8.8999999999999999e-03	2.2720084084330212e-314	1.9631275851113189e-01	3.0142843801992651e+01	5.9999904628029812e+00	8.3855420982642837e-01	4.5058109686310618e-02	1.9631275851112692e-01	1.0000000000000013e+00
9.0000000000000011e-03	2.2720084084330212e-314	1.9631275851112692e-01	3.0146053647131268e+01	5.9999906870517812e+00	8.3855421016178644e-01	4.5058109394193413e-02	1.9631275851112201e-01	1.0000000000000016e+00
9.1000000000000004e-03	2.2720084084330212e-314	1.9631275851112201e-01	3.0149299157217190e+01	5.9999909188247900e+00	8.3855421050480550e-01	4.5058109044183753e-02	1.9631275851111687e-01	1.0000000000000016e+00
9.1999999999999998e-03	2.2720084084330212e-314	1.9631275851111687e-01	3.0152580332250476e+01	5.9999911582890082e+00	8.3855421085574655e-01	4.5058108631092490e-02	1.9631275851111163e-01	1.0000000000000016e+00
9.3000000000000010e-03	2.2720084084330212e-314	1.9631275851111163e-01	3.0155897172231168e+01	5.9999914056132910e+00	8.3855421121486351e-01	4.5058108149659028e-02	1.9631275851110624e-01	1.0000000000000018e+00
9.4000000000000004e-03	2.2720084084330212e-314	1.9631275851110624e-01	3.0159249677159359e+01	5.9999916609683330e+00	8.3855421158239507e-01	4.5058107594726254e-02	1.9631275851110080e-01	1.0000000000000016e+00
9.4999999999999998e-03	2.2720084084330212e-314	1.9631275851110080e-01	3.0162637847035093e+01	5.9999919245266859e+00	8.3855421195856494e-01	4.5058106961156759e-02	1.9631275851109523e-01	1.0000000000000013e+00
9.6000000000000009e-03	2.2720084084330212e-314	1.9631275851109523e-01	3.0166061681858412e+01	5.9999921964627356e+00	8.3855421234357819e-01	4.5058106243954822e-02	1.9631275851108959e-01	1.0000000000000016e+00
9.7000000000000003e-03	2.2720084084330212e-314	1.9631275851108959e-01	3.0169521181629435e+01	5.9999924769527304e+00	8.3855421273762021e-01	4.5058105438239300e-02	1.9631275851108407e-01	1.0000000000000018e+00
9.7999999999999997e-03	2.2720084084330212e-314	1.9631275851108407e-01	3.0173016346348238e+01	5.9999927661747536e+00	8.3855421314085221e-01	4.5058104539345868e-02	1.9631275851107821e-01	1.0000000000000016e+00
9.9000000000000008e-03	2.2720084084330212e-314	1.9631275851107821e-01	3.0176547176014850e+01	5.9999930643087493e+00	8.3855421355340798e-01	4.5058103542817175e-02	1.9631275851107263e-01	1.0000000000000013e+00
1.0000000000000000e-02	2.2720084084330212e-314	1.9631275851107263e-01	3.0180113670629325e+01	5.9999933715364895e+00	8.3855421397539043e-01	4.5058102444510036e-02	1.9631275851106719e-01	1.0000000000000018e+00
1.0100000000000001e-02	2.2720084084330212e-314	1.9631275851106719e-01	3.0183715830191833e+01	5.9999936880416094e+00	8.3855421440687505e-01	4.5058101240527657e-02	1.9631275851106178e-01	1.0000000000000016e+00
1.0200000000000001e-02	2.2720084084330212e-314	1.9631275851106178e-01	3.0187353654702381e+01	5.9999940140095820e+00	8.3855421484789638e-01	4.5058099927430303e-02	1.9631275851105637e-01	1.0000000000000016e+00
1.0300000000000000e-02	2.2720084084330212e-314	1.9631275851105637e-01	3.0191027144161051e+01	5.9999943496277206e+00	8.3855421529845320e-01	4.5058098502161414e-02	1.9631275851105137e-01	1.0000000000000018e+00
1.0400000000000001e-02	2.2720084084330212e-314	1.9631275851105137e-01	3.0194736298567957e+01	5.9999946950851957e+00	8.3855421575850431e-01	4.5058096962093133e-02	1.9631275851104654e-01	1.0000000000000016e+00
1.0500000000000001e-02	2.2720084084330212e-314	1.9631275851104654e-01	3.0198481117923151e+01	5.9999950505729993e+00	8.3855421622796233e-01	4.5058095305177875e-02	1.9631275851104188e-01	1.0000000000000016e+00
1.0600000000000000e-02	2.2720084084330212e-314	1.9631275851104188e-01	3.0202261602226702e+01	5.9999954162839861e+00	8.3855421670669550e-01	4.5058093529879342e-02	1.9631275851103774e-01	1.0000000000000016e+00
1.0700000000000001e-02	2.2720084084330212e-314	1.9631275851103774e-01	3.0206077751478734e+01	5.9999957924128386e+00	8.3855421719452294e-01	4.5058091635305553e-02	1.9631275851103377e-01	1.0000000000000016e+00
1.0800000000000001e-02	2.2720084084330212e-314	1.9631275851103377e-01	3.0209929565679300e+01	5.9999961791560823e+00	8.3855421769121130e-01	4.5058089621212570e-02	1.9631275851103042e-01	1.0000000000000018e+00
1.0900000000000000e-02	2.2720084084330212e-314	1.9631275851103042e-01	3.0213817044828495e+01	5.9999965767120793e+00	8.3855421819647691e-01	4.5058087488074682e-02	1.9631275851102756e-01	1.0000000000000016e+00
1.1000000000000001e-02	2.2720084084330212e-314	1.9631275851102756e-01	3.0217740188926403e+01	5.9999969852810215e+00	8.3855421870997859e-01	4.5058085237095528e-02	1.9631275851102511e-01	1.0000000000000016e+00
1.1100000000000000e-02	2.2720084084330212e-314	1.9631275851102511e-01	3.0221698997973093e+01	5.9999974050649483e+00	8.3855421923131879e-01	4.5058082870305417e-02	1.9631275851102320e-01	1.0000000000000016e+00
1.1200000000000000e-02	2.2720084084330212e-314	1.9631275851102320e-01	3.0225693471968633e+01	5.9999978362677160e+00	8.3855421976004563e-01	4.5058080390507113e-02	1.9631275851102195e-01	1.0000000000000018e+00
1.1300000000000001e-02	2.2720084084330212e-314	1.9631275851102195e-01	3.0229723610913140e+01	5.9999982790950224e+00	8.3855422029564530e-01	4.5058077801426129e-02	1.9631275851102156e-01	1.0000000000000016e+00
1.1400000000000000e-02	2.2720084084330212e-314	1.9631275851102156e-01	3.0233789414806672e+01	5.9999987337543850e+00	8.3855422083754649e-01	4.5058075107652848e-02	1.9631275851102184e-01	1.0000000000000018e+00
1.1500000000000000e-02	2.2720084084330212e-314	1.9631275851102184e-01	3.0237890883649293e+01	5.9999992004551528e+00	8.3855422138511904e-01	4.5058072314726284e-02	1.9631275851102281e-01	1.0000000000000016e+00
1.1600000000000001e-02	2.2720084084330212e-314	1.9631275851102281e-01	3.0242028017441090e+01	5.9999996794084955e+00	8.3855422193767559e-01	4.5058069429057705e-02	1.9631275851102467e-01	1.0000000000000016e+00
1.1700000000000000e-02	2.2720084084330212e-314	1.9631275851102467e-01	3.0246200816182125e+01	6.0000001708274064e+00	8.3855422249446898e-01	4.5058066458095715e-02	1.9631275851102756e-01	1.0000000000000018e+00
1.1800000000000000e-02	2.2720084084330212e-314	1.9631275851102756e-01	3.0250409279872464e+01	6.0000006749266914e+00	8.3855422305469873e-01	4.5058063410194422e-02	1.9631275851103130e-01	1.0000000000000018e+00
1.1900000000000001e-02	2.2720084084330212e-314	1.9631275851103130e-01	3.0254653408512183e+01	6.0000011919229843e+00	8.3855422361750909e-01	4.5058060294691088e-02	1.9631275851103602e-01	1.0000000000000018e+00
1.2000000000000000e-02	2.2720084084330212e-314	1.9631275851103602e-01	3.0258933202101343e+01	6.0000017220347264e+00	8.3855422418199499e-01	4.5058057121851867e-02	1.9631275851104174e-01	1.0000000000000016e+00
1.2100000000000001e-02	2.2720084084330212e-314	1.9631275851104174e-01	3.0263248660639938e+01	6.0000022654821636e+00	8.3855422474720109e-01	4.5058053902896515e-02	1.9631275851104846e-01	1.0000000000000020e+00
1.2200000000000001e-02	2.2720084084330212e-314	1.9631275851104846e-01	3.0267599784128119e+01	6.0000028224873754e+00	8.3855422531213175e-01	4.5058050649920710e-02	1.9631275851105640e-01	1.0000000000000018e+00
1.2300000000000000e-02	2.2720084084330212e-314	1.9631275851105640e-01	3.0271986572565861e+01	6.0000033932742234e+00	8.3855422587574902e-01	4.5058047375928119e-02	1.9631275851106531e-01	1.0000000000000018e+00
1.2400000000000001e-02	2.2720084084330212e-314	1.9631275851106531e-01	3.0276409025953207e+01	6.0000039780683831e+00	8.3855422643698219e-01	4.5058044094729369e-02	1.9631275851107532e-01	1.0000000000000020e+00
1.2500000000000001e-02	2.2720084084330212e-314	1.9631275851107532e-01	3.0280867144290223e+01	6.0000045770973474e+00	8.3855422699473325e-01	4.5058040820891529e-02	1.9631275851108648e-01	1.0000000000000018e+00
1.2600000000000000e-02	2.2720084084330212e-314	1.9631275851108648e-01	3.0285360927576889e+01	6.0000051905903868e+00	8.3855422754788189e-01	4.5058037569682692e-02	1.9631275851109881e-01	1.0000000000000020e+00
1.2700000000000001e-02	2.2720084084330212e-314	1.9631275851109881e-01	3.0289890375813236e+01	6.0000058187785958e+00	8.3855422809529290e-01	4.5058034357015261e-02	1.9631275851111188e-01	1.0000000000000022e+00
