
time	REAL(psi[n])	IMAG(psi[n])	averx	deltax	averp	deltap	avg_state_energy	norm(psi)
4.6666666666666671e-03	2.3645255760732870e-314	1.9631275851119523e-01	3.0059090614398269e+01	5.9999863606458455e+00	8.3855420166876748e-01	4.5058112596333064e-02	1.9631275851119523e-01	9.9999999999999967e-01
4.7333333333333333e-03	2.3645255760732870e-314	1.9631275851119523e-01	3.0060778754779651e+01	5.9999864100660307e+00	8.3855420183997509e-01	4.5058112344387384e-02	1.9631275851119531e-01	1.0000000000000000e+00
4.8000000000000004e-03	2.3645255760732870e-314	1.9631275851119531e-01	3.0062490671775624e+01	5.9999864615797067e+00	8.3855420201252462e-01	4.5058112107895780e-02	1.9631275851119545e-01	9.9999999999999956e-01
4.8666666666666667e-03	2.3645255760732870e-314	1.9631275851119545e-01	3.0064226365385622e+01	5.9999865152454976e+00	8.3855420218641696e-01	4.5058111887096040e-02	1.9631275851119528e-01	1.0000000000000002e+00
4.9333333333333338e-03	2.3645255760732870e-314	1.9631275851119528e-01	3.0065985835609339e+01	5.9999865711228679e+00	8.3855420236166633e-01	4.5058111682047292e-02	1.9631275851119548e-01	1.0000000000000002e+00
5.0000000000000001e-03	2.3645255760732870e-314	1.9631275851119548e-01	3.0067769082446205e+01	5.9999866292720743e+00	8.3855420253828616e-01	4.5058111492824682e-02	1.9631275851119565e-01	1.0000000000000004e+00
5.0666666666666672e-03	2.3645255760732870e-314	1.9631275851119565e-01	3.0069576105895820e+01	5.9999866897541931e+00	8.3855420271629499e-01	4.5058111319436850e-02	1.9631275851119556e-01	1.0000000000000007e+00
5.1333333333333335e-03	2.3645255760732870e-314	1.9631275851119556e-01	3.0071406905957733e+01	5.9999867526311270e+00	8.3855420289571880e-01	4.5058111161771670e-02	1.9631275851119565e-01	1.0000000000000007e+00
5.2000000000000006e-03	2.3645255760732870e-314	1.9631275851119565e-01	3.0073261482631402e+01	5.9999868179655742e+00	8.3855420307658357e-01	4.5058111019735524e-02	1.9631275851119581e-01	1.0000000000000009e+00
5.2666666666666669e-03	2.3645255760732870e-314	1.9631275851119581e-01	3.0075139835916378e+01	5.9999868858210688e+00	8.3855420325892338e-01	4.5058110893110334e-02	1.9631275851119595e-01	1.0000000000000013e+00
5.3333333333333340e-03	2.3645255760732870e-314	1.9631275851119595e-01	3.0077041965812175e+01	5.9999869562619521e+00	8.3855420344277620e-01	4.5058110781626311e-02	1.9631275851119592e-01	1.0000000000000016e+00
5.4000000000000003e-03	2.3645255760732870e-314	1.9631275851119592e-01	3.0078967872318309e+01	5.9999870293533792e+00	8.3855420362818733e-01	4.5058110684889206e-02	1.9631275851119614e-01	1.0000000000000016e+00
